title,url,author,rating,rating_count,id
The Hunchback of Notre-Dame,https://www.goodreads.com/book/show/30597.The_Hunchback_of_Notre_Dame,Victor Hugo,4.02,209978,30597
Eldest (The Inheritance Cycle #2),https://www.goodreads.com/book/show/45978.Eldest,Christopher Paolini,4.04,473023,45978
Mansfield Park,https://www.goodreads.com/book/show/45032.Mansfield_Park,Jane Austen,3.86,366015,45032
Dr. Jekyll and Mr. Hyde,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,3.83,628028,51496
The Martian Chronicles,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles,Ray Bradbury,4.16,275280,76778
"Dark Lover (Black Dagger Brotherhood, #1)",https://www.goodreads.com/book/show/42899.Dark_Lover,J.R. Ward,4.16,345500,42899
Brisingr (The Inheritance Cycle #3),https://www.goodreads.com/book/show/2248573.Brisingr,Christopher Paolini,4.1,398734,2248573
A Separate Peace,https://www.goodreads.com/book/show/5148.A_Separate_Peace,John Knowles,3.6,226959,5148
Steppenwolf,https://www.goodreads.com/book/show/16631.Steppenwolf,Hermann Hesse,4.13,201189,16631
"Beautiful Creatures (Caster Chronicles, #1)",https://www.goodreads.com/book/show/6304335-beautiful-creatures,Kami Garcia,3.77,613016,6304335
The BFG,https://www.goodreads.com/book/show/6319.The_BFG,Roald Dahl,4.23,507624,6319
"Obsidian (Lux, #1)",https://www.goodreads.com/book/show/12578077-obsidian,Jennifer L. Armentrout,4.13,290949,12578077
Robinson Crusoe,https://www.goodreads.com/book/show/2932.Robinson_Crusoe,Daniel Defoe,3.68,320255,2932
"Red Queen (Red Queen, #1)",https://www.goodreads.com/book/show/22328546-red-queen,Victoria Aveyard,3.99,1105230,22328546
Hidden Pictures,https://www.goodreads.com/book/show/58724923-hidden-pictures,Jason Rekulak,4.16,447464,58724923
"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,Ransom Riggs,3.92,1319993,9460487
"Stargirl (Stargirl, #1)",https://www.goodreads.com/book/show/22232.Stargirl,Jerry Spinelli,3.77,332328,22232
Room,https://www.goodreads.com/book/show/31685789-room,Emma Donoghue,4.08,821100,31685789
The Amazing Adventures of Kavalier & Clay,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,Michael Chabon,4.18,207921,3985
Where the Crawdads Sing,https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing,Delia Owens,4.38,3375984,36809135
The Remains of the Day,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,Kazuo Ishiguro,4.14,332944,28921
"The Amber Spyglass (His Dark Materials, #3)",https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,Philip Pullman,4.1,372677,18122
"City of Heavenly Fire (The Mortal Instruments, #6)",https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,Cassandra Clare,4.38,403147,8755785
زندگی مه آلود پریا,https://www.goodreads.com/book/show/40937505,سید مرتضی مصطفوی,3.34,1031,40937505
"Blood Meridian, or, the Evening Redness in the West",https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,Cormac McCarthy,4.16,193436,394535
Circe,https://www.goodreads.com/book/show/35959740-circe,Madeline Miller,4.23,1216701,35959740
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,Robert M. Pirsig,3.78,238671,629
The Firm,https://www.goodreads.com/book/show/5358.The_Firm,Robin Waterfield,4.06,633424,5358
The Plague,https://www.goodreads.com/book/show/11989.The_Plague,Albert Camus,4.02,291108,11989
Doctor Zhivago,https://www.goodreads.com/book/show/130440.Doctor_Zhivago,Boris Pasternak,4.01,99980,130440
Dear John,https://www.goodreads.com/book/show/5526.Dear_John,Nicholas Sparks,4.04,610425,5526
Coraline,https://www.goodreads.com/book/show/17061.Coraline,Neil Gaiman,4.13,746642,17061
The English Patient,https://www.goodreads.com/book/show/11713.The_English_Patient,Michael Ondaatje,3.86,136010,11713
Midnight’s Children,https://www.goodreads.com/book/show/14836.Midnight_s_Children,Salman Rushdie,3.98,129090,14836
The Last Song,https://www.goodreads.com/book/show/6400090-the-last-song,Nicholas Sparks,4.16,564995,6400090
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury,Sarah J. Maas,4.64,2741017,50659468
All the Bright Places,https://www.goodreads.com/book/show/18460392-all-the-bright-places,Jennifer Niven,4.12,604155,18460392
Like Water for Chocolate,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,Laura Esquivel,3.95,382257,6952
"Crescendo (Hush, Hush, #2)",https://www.goodreads.com/book/show/7791997-crescendo,Becca Fitzpatrick,3.98,332241,7791997
"Dragonfly in Amber (Outlander, #2)",https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,Diana Gabaldon,4.34,373092,5364
"Crown of Midnight (Throne of Glass, #2)",https://www.goodreads.com/book/show/17167166-crown-of-midnight,Sarah J. Maas,4.36,1451472,17167166
Midnight in the Garden of Good and Evil,https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,John Berendt,3.92,284351,386187
A Streetcar Named Desire,https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,Tennessee Williams,3.98,327440,12220
My Ántonia,https://www.goodreads.com/book/show/17150.My_ntonia,Willa Cather,3.84,142900,17150
"The One (The Selection, #3)",https://www.goodreads.com/book/show/18635016-the-one,Kiera Cass,4.14,741094,18635016
The Invisible Life of Addie LaRue,https://www.goodreads.com/book/show/50623864-the-invisible-life-of-addie-larue,Victoria E. Schwab,4.18,1308008,50623864
Local Woman Missing,https://www.goodreads.com/book/show/57361474-local-woman-missing,Mary Kubica,4.13,629106,57361474
Breakfast of Champions,https://www.goodreads.com/book/show/4980.Breakfast_of_Champions,Kurt Vonnegut Jr.,4.06,271391,4980
Breakfast at Tiffany’s and Three Stories,https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories,Truman Capote,3.84,282167,251688
The Prince,https://www.goodreads.com/book/show/28862.The_Prince,Niccolò Machiavelli,3.84,362638,28862
"The Subtle Knife (His Dark Materials, #2)",https://www.goodreads.com/book/show/41637836-the-subtle-knife,Philip Pullman,4.15,448943,41637836
The Virgin Suicides,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,Jeffrey Eugenides,3.79,380934,10956
The Origin of Species,https://www.goodreads.com/book/show/22463.The_Origin_of_Species,Charles Darwin,4.01,118800,22463
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,Laini Taylor,3.99,379063,8490112
A Fine Balance,https://www.goodreads.com/book/show/5211.A_Fine_Balance,Rohinton Mistry,4.38,154793,5211
"Hopeless (Hopeless, #1)",https://www.goodreads.com/book/show/15717943-hopeless,Colleen Hoover,4.23,640760,15717943
"Queen of Shadows (Throne of Glass, #4)",https://www.goodreads.com/book/show/18006496-queen-of-shadows,Sarah J. Maas,4.62,1141316,18006496
"Red, White & Royal Blue",https://www.goodreads.com/book/show/41150487-red-white-royal-blue,Casey McQuiston,4.06,1139899,41150487
"Unbroken: A World War II Story of Survival, Resilience and Redemption",https://www.goodreads.com/book/show/8664353-unbroken,Laura Hillenbrand,4.39,977599,8664353
Infinite Jest,https://www.goodreads.com/book/show/6759.Infinite_Jest,David Foster Wallace,4.25,96909,6759
"A Feast for Crows (A Song of Ice and Fire, #4)",https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,George R.R. Martin,4.17,766372,13497
Death of a Salesman,https://www.goodreads.com/book/show/12898.Death_of_a_Salesman,Arthur Miller,3.58,248279,12898
Carrie,https://www.goodreads.com/book/show/10592.Carrie,Stephen        King,3.99,793475,10592
"Flowers in the Attic (Dollanganger, #1)",https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,V.C. Andrews,3.85,227662,43448
"Pippi Longstocking (Pippi Långstrump, #1)",https://www.goodreads.com/book/show/19302.Pippi_Longstocking,Astrid Lindgren,4.15,205096,19302
"The Hate U Give (The Hate U Give, #1)",https://www.goodreads.com/book/show/32075671-the-hate-u-give,Angie Thomas,4.46,966393,32075671
"Evermore (The Immortals, #1)",https://www.goodreads.com/book/show/3975774-evermore,Alyson Noel,3.59,295730,3975774
We Were Liars,https://www.goodreads.com/book/show/16143347-we-were-liars,E. Lockhart,3.66,1235823,16143347
The Scarlet Pimpernel,https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel,Emmuska Orczy,4.07,138826,136116
The Nightingale,https://www.goodreads.com/book/show/21853621-the-nightingale,Kristin Hannah,4.64,1742425,21853621
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,Maya Angelou,4.3,557452,13214
"The Host (The Host, #1)",https://www.goodreads.com/book/show/1656001.The_Host,Stephenie Meyer,3.86,1032809,1656001
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,Erik Larson,4.0,725593,397483
Persuasion,https://www.goodreads.com/book/show/2156.Persuasion,Jane Austen,4.15,738785,2156
Jonathan Strange & Mr Norrell,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,Susanna Clarke,3.87,246019,14201
"The Raven Boys (The Raven Cycle, #1)",https://www.goodreads.com/book/show/17675462-the-raven-boys,Maggie Stiefvater,4.05,388217,17675462
Snow Flower and the Secret Fan,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,Lisa See,4.09,380112,40873273
"Artemis Fowl (Artemis Fowl, #1)",https://www.goodreads.com/book/show/249747.Artemis_Fowl,Eoin Colfer,3.86,555841,249747
Sharp Objects,https://www.goodreads.com/book/show/18045891-sharp-objects,Gillian Flynn,4.01,1148158,18045891
"Anna and the French Kiss (Anna and the French Kiss, #1)",https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,Stephanie Perkins,3.96,460385,6936382
Northanger Abbey,https://www.goodreads.com/book/show/50398.Northanger_Abbey,Jane Austen,3.85,429107,50398
"Matched (Matched, #1)",https://www.goodreads.com/book/show/7735333-matched,Ally Condie,3.62,804046,7735333
"The Angel Experiment (Maximum Ride, #1)",https://www.goodreads.com/book/show/13152.The_Angel_Experiment,James  Patterson,4.07,229144,13152
"Faust, First Part",https://www.goodreads.com/book/show/14706.Faust_First_Part,Johann Wolfgang von Goethe,3.86,129089,14706
"The Tales of Beedle the Bard (Hogwarts Library, #3)",https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,J.K. Rowling,4.04,503386,3950967
High Fidelity,https://www.goodreads.com/book/show/285092.High_Fidelity,Nick Hornby,3.9,209293,285092
The Shipping News,https://www.goodreads.com/book/show/7354.The_Shipping_News,Annie Proulx,3.88,149142,7354
Shantaram,https://www.goodreads.com/book/show/33600.Shantaram,Gregory David Roberts,4.28,229073,33600
Waiting for Godot,https://www.goodreads.com/book/show/17716.Waiting_for_Godot,Samuel Beckett,3.84,213355,17716
"The Chosen (Reuven Malther, #1)",https://www.goodreads.com/book/show/187181.The_Chosen,Chaim Potok,4.07,95538,187181
Night,https://www.goodreads.com/book/show/1617.Night,Elie Wiesel,4.38,1311444,1617
Nineteen Minutes,https://www.goodreads.com/book/show/14866.Nineteen_Minutes,Jodi Picoult,4.17,396733,14866
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,C.S. Lewis,4.09,490692,140225
Houdini Heart,https://www.goodreads.com/book/show/11324204-houdini-heart,Ki Longfellow,3.84,5483,11324204
"The Inheritance Games (The Inheritance Games, #1)",https://www.goodreads.com/book/show/52439531-the-inheritance-games,Jennifer Lynn Barnes,4.14,932511,52439531
To the Lighthouse,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,Virginia Woolf,3.8,200853,59716
The Haunting of Hill House,https://www.goodreads.com/book/show/89717.The_Haunting_of_Hill_House,Shirley Jackson,3.82,350971,89717
"Neuromancer (Sprawl, #1)",https://www.goodreads.com/book/show/6088007-neuromancer,William Gibson,3.89,346920,6088007
Pet Sematary,https://www.goodreads.com/book/show/33124137-pet-sematary,Stephen        King,4.08,651264,33124137
Redeeming Love,https://www.goodreads.com/book/show/11422.Redeeming_Love,Francine Rivers,4.51,350811,11422
The Reader,https://www.goodreads.com/book/show/101299.The_Reader,Bernhard Schlink,3.78,222250,101299
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://www.goodreads.com/book/show/23766634-a-court-of-wings-and-ruin,Sarah J. Maas,4.47,2294798,23766634
"I, Robot (Robot, #0.1)",https://www.goodreads.com/book/show/41804.I_Robot,Isaac Asimov,4.21,363808,41804
"The Lost Symbol (Robert Langdon, #3)",https://www.goodreads.com/book/show/6411961-the-lost-symbol,Dan    Brown,3.76,631907,6411961
Emma,https://www.goodreads.com/book/show/6969.Emma,Jane Austen,4.05,932510,6969
"A Dance with Dragons (A Song of Ice and Fire, #5)",https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,George R.R. Martin,4.34,715229,10664113
"The Return of the King (The Lord of the Rings, #3)",https://www.goodreads.com/book/show/838729.The_Return_of_the_King,J.R.R. Tolkien,4.57,979385,838729
A Christmas Carol,https://www.goodreads.com/book/show/5326.A_Christmas_Carol,Charles Dickens,4.09,886069,5326
The Goldfinch,https://www.goodreads.com/book/show/17333223-the-goldfinch,Donna Tartt,3.96,988964,17333223
The Age of Innocence,https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,Edith Wharton,3.97,185727,53835
Dubliners,https://www.goodreads.com/book/show/11012.Dubliners,James Joyce,3.84,166358,11012
The Waste Land,https://www.goodreads.com/book/show/34080.The_Waste_Land,T.S. Eliot,4.11,56818,34080
The Republic,https://www.goodreads.com/book/show/30289.The_Republic,Plato,3.96,216028,30289
Those Empty Eyes,https://www.goodreads.com/book/show/62984900-those-empty-eyes,Charlie Donlea,4.16,61940,62984900
"Angels & Demons (Robert Langdon, #1)",https://www.goodreads.com/book/show/960.Angels_Demons,Dan    Brown,3.95,3310172,960
"Voyager (Outlander, #3)",https://www.goodreads.com/book/show/10987.Voyager,Diana Gabaldon,4.39,321418,10987
The Twilight Collection,https://www.goodreads.com/book/show/690926.The_Twilight_Collection,Stephenie Meyer,3.82,47017,690926
"City of Glass (The Mortal Instruments, #3)",https://www.goodreads.com/book/show/3777732-city-of-glass,Cassandra Clare,4.27,993539,3777732
The Pearl,https://www.goodreads.com/book/show/5308.The_Pearl,John Steinbeck,3.55,255427,5308
"Lover Awakened (Black Dagger Brotherhood, #3)",https://www.goodreads.com/book/show/42900.Lover_Awakened,J.R. Ward,4.43,184804,42900
"Betrayed (House of Night, #2)",https://www.goodreads.com/book/show/676924.Betrayed,P.C. Cast,3.92,274110,676924
Divine Secrets of the Ya-Ya Sisterhood,https://www.goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Rebecca Wells,3.86,563480,137791
The Jungle,https://www.goodreads.com/book/show/41681.The_Jungle,Upton Sinclair,3.77,150393,41681
Me Talk Pretty One Day,https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,David Sedaris,4.01,710030,4137
"The Bad Beginning (A Series of Unfortunate Events, #1)",https://www.goodreads.com/book/show/78411.The_Bad_Beginning,Lemony Snicket,4.02,550374,78411
"The Last Battle (Chronicles of Narnia, #7)",https://www.goodreads.com/book/show/84369.The_Last_Battle,C.S. Lewis,4.01,292543,84369
"Untamed (House of Night, #4)",https://www.goodreads.com/book/show/2866718-untamed,P.C. Cast,3.94,241607,2866718
Snow Falling on Cedars,https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars,David Guterson,3.86,191126,77142
"I, Claudius (Claudius, #1)",https://www.goodreads.com/book/show/18765.I_Claudius,Robert Graves,4.25,73278,18765
"The Exorcist (The Exorcist, #1)",https://www.goodreads.com/book/show/179780.The_Exorcist,William Peter Blatty,4.21,253160,179780
"The 5th Wave (The 5th Wave, #1)",https://www.goodreads.com/book/show/16101128-the-5th-wave,Rick Yancey,4.0,470469,16101128
"The Two Towers (The Lord of the Rings, #2)",https://www.goodreads.com/book/show/222910.The_Two_Towers,J.R.R. Tolkien,4.49,1055392,222910
Everything is Illuminated,https://www.goodreads.com/book/show/256566.Everything_is_Illuminated,Jonathan Safran Foer,3.89,182043,256566
"The Wicked King (The Folk of the Air, #2)",https://www.goodreads.com/book/show/26032887-the-wicked-king,Holly Black,4.28,949692,26032887
"The Elite (The Selection, #2)",https://www.goodreads.com/book/show/16248068-the-elite,Kiera Cass,3.94,831635,16248068
A Room with a View,https://www.goodreads.com/book/show/3087.A_Room_with_a_View,E.M. Forster,3.9,193345,3087
What Lies in the Woods,https://www.goodreads.com/book/show/60784373-what-lies-in-the-woods,Kate Alice Marshall,3.95,171513,60784373
Sense and Sensibility,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,Jane Austen,4.09,1246164,14935
"Sheever's Journal, Diary of a Poison Master",https://www.goodreads.com/book/show/52022378-sheever-s-journal-diary-of-a-poison-master,K.  Ritz,4.3,18663,52022378
The War of the Worlds,https://www.goodreads.com/book/show/8909.The_War_of_the_Worlds,H.G. Wells,3.83,333579,8909
Bleak House,https://www.goodreads.com/book/show/31242.Bleak_House,Charles Dickens,4.02,111482,31242
"A Discovery of Witches (All Souls, #1)",https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,Deborah Harkness,4.02,530529,8667848
"Words of Radiance (The Stormlight Archive, #2)",https://www.goodreads.com/book/show/17332218-words-of-radiance,Brandon Sanderson,4.76,425731,17332218
"Unravel Me (Shatter Me, #2)",https://www.goodreads.com/book/show/13104080-unravel-me,Tahereh Mafi,4.12,670228,13104080
The Complete Poems of Emily Dickinson,https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson,Emily Dickinson,4.28,103528,112204
"The Queen of Nothing (The Folk of the Air, #3)",https://www.goodreads.com/book/show/26032912-the-queen-of-nothing,Holly Black,4.34,855777,26032912
World War Z: An Oral History of the Zombie War,https://www.goodreads.com/book/show/8908.World_War_Z,Max Brooks,4.02,548822,8908
"Chosen (House of Night, #3)",https://www.goodreads.com/book/show/1326258.Chosen,P.C. Cast,3.91,250891,1326258
"Unwind (Unwind, #1)",https://www.goodreads.com/book/show/764347.Unwind,Neal Shusterman,4.17,240847,764347
انتحار فاشل,https://www.goodreads.com/book/show/30528535,أحمد جمال الدين رمضان,4.55,3256,30528535
Brideshead Revisited,https://www.goodreads.com/book/show/30933.Brideshead_Revisited,Evelyn Waugh,4.0,121000,30933
North and South,https://www.goodreads.com/book/show/156538.North_and_South,Elizabeth Gaskell,4.15,177103,156538
The Woman in White,https://www.goodreads.com/book/show/5890.The_Woman_in_White,Wilkie Collins,4.01,160571,5890
العصبي,https://www.goodreads.com/book/show/30528544,أحمد جمال الدين رمضان,4.6,2838,30528544
The God Delusion,https://www.goodreads.com/book/show/14743.The_God_Delusion,Richard Dawkins,3.9,276498,14743
"Shadow and Bone (Shadow and Bone, #1)",https://www.goodreads.com/book/show/10194157-shadow-and-bone,Leigh Bardugo,3.92,1032338,10194157
Of Human Bondage,https://www.goodreads.com/book/show/31548.Of_Human_Bondage,W. Somerset Maugham,4.15,59482,31548
Ugly Love,https://www.goodreads.com/book/show/17788401-ugly-love,Colleen Hoover,4.01,2143469,17788401
Macbeth,https://www.goodreads.com/book/show/8852.Macbeth,William Shakespeare,3.89,969734,8852
"The Iron King (The Iron Fey, #1)",https://www.goodreads.com/book/show/6644117-the-iron-king,Julie Kagawa,3.88,216356,6644117
The Silent Patient,https://www.goodreads.com/book/show/40097951-the-silent-patient,Alex Michaelides,4.17,2806706,40097951
"Bloodlines (Bloodlines, #1)",https://www.goodreads.com/book/show/8709527-bloodlines,Richelle Mead,4.2,189101,8709527
"2001: A Space Odyssey (Space Odyssey, #1)",https://www.goodreads.com/book/show/70535.2001,Arthur C. Clarke,4.17,326260,70535
"The Witching Hour (Lives of the Mayfair Witches, #1)",https://www.goodreads.com/book/show/11901.The_Witching_Hour,Anne Rice,4.1,121561,11901
Vanity Fair,https://www.goodreads.com/book/show/5797.Vanity_Fair,William Makepeace Thackeray,3.81,131015,5797
Snow Crash,https://www.goodreads.com/book/show/40651883-snow-crash,Neal Stephenson,4.02,290089,40651883
"Wizard's First Rule (Sword of Truth, #1)",https://www.goodreads.com/book/show/43889.Wizard_s_First_Rule,Terry Goodkind,4.12,250615,43889
The Left Hand of Darkness,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,Ursula K. Le Guin,4.1,201930,18423
Johnny Got His Gun,https://www.goodreads.com/book/show/51606.Johnny_Got_His_Gun,Dalton Trumbo,4.2,46442,51606
Much Ado About Nothing,https://www.goodreads.com/book/show/12957.Much_Ado_About_Nothing,William Shakespeare,4.06,252255,12957
Far From the Madding Crowd,https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,Thomas Hardy,3.97,160485,31463
"Anne of Avonlea (Anne of Green Gables, #2)",https://www.goodreads.com/book/show/77390.Anne_of_Avonlea,L.M. Montgomery,4.23,213371,77390
"Call Me By Your Name (Call Me By Your Name, #1)",https://www.goodreads.com/book/show/36336078-call-me-by-your-name,André Aciman,4.1,551371,36336078
"Cannery Row (Cannery Row, #1)",https://www.goodreads.com/book/show/4799.Cannery_Row,John Steinbeck,4.06,146343,4799
"Empire of Storms (Throne of Glass, #5)",https://www.goodreads.com/book/show/28260587-empire-of-storms,Sarah J. Maas,4.63,988623,28260587
"Bared to You (Crossfire, #1)",https://www.goodreads.com/book/show/20448515-bared-to-you,Sylvia Day,4.13,541429,20448515
"Perfect Chemistry (Perfect Chemistry, #1)",https://www.goodreads.com/book/show/4268157-perfect-chemistry,Simone Elkeles,4.04,261987,4268157
The Polar Express,https://www.goodreads.com/book/show/420282.The_Polar_Express,Chris Van Allsburg,4.32,245333,420282
A Monster Calls,https://www.goodreads.com/book/show/25480342-a-monster-calls,Patrick Ness,4.35,279171,25480342
"Torment (Fallen, #2)",https://www.goodreads.com/book/show/7740152-torment,Lauren Kate,3.84,241090,7740152
"Cry, the Beloved Country",https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country,Alan Paton,3.92,77311,6150
Are You My Mother?,https://www.goodreads.com/book/show/197084.Are_You_My_Mother_,P.D. Eastman,4.22,248806,197084
Sarah's Key,https://www.goodreads.com/book/show/556602.Sarah_s_Key,Tatiana de Rosnay,4.18,485800,556602
"Little House on the Prairie (Little House, #3)",https://www.goodreads.com/book/show/77767.Little_House_on_the_Prairie,Laura Ingalls Wilder,4.21,297014,77767
Daisy Jones & The Six,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six,Taylor Jenkins Reid,4.2,1706211,40597810
Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://www.goodreads.com/book/show/1898.Into_Thin_Air,Jon Krakauer,4.25,538224,1898
"A Great and Terrible Beauty (Gemma Doyle, #1)",https://www.goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,Libba Bray,3.8,224521,3682
I'll Give You the Sun,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun,Jandy Nelson,4.15,349108,20820994
"Hyperion (Hyperion Cantos, #1)",https://www.goodreads.com/book/show/77566.Hyperion,Dan Simmons,4.27,277297,77566
"Cress (The Lunar Chronicles, #3)",https://www.goodreads.com/book/show/13206828-cress,Marissa Meyer,4.4,389571,13206828
"The Red Pyramid (The Kane Chronicles, #1)",https://www.goodreads.com/book/show/7090447-the-red-pyramid,Rick Riordan,4.1,413728,7090447
"A ​Court of Silver Flames (A Court of Thorns and Roses, #4)",https://www.goodreads.com/book/show/53138095-a-court-of-silver-flames,Sarah J. Maas,4.46,1727909,53138095
"They Both Die at the End (Death-Cast, #1)",https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end,Adam Silvera,3.75,817149,33385229
"Chocolat (Chocolat, #1)",https://www.goodreads.com/book/show/47401.Chocolat,Joanne Harris,3.96,128598,47401
"The Darkest Minds (The Darkest Minds, #1)",https://www.goodreads.com/book/show/10576365-the-darkest-minds,Alexandra Bracken,4.15,200970,10576365
"The Horse and His Boy (Chronicles of Narnia, #5)",https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy,C.S. Lewis,3.91,374422,84119
"Little House in the Big Woods (Little House, #1)",https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,Laura Ingalls Wilder,4.21,279093,8337
"The Unbecoming of Mara Dyer (Mara Dyer, #1)",https://www.goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer,Michelle Hodkin,4.02,188314,11408650
Cutting for Stone,https://www.goodreads.com/book/show/3591262-cutting-for-stone,Abraham   Verghese,4.33,409724,3591262
"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",https://www.goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set,Cassandra Clare,4.55,68661,6485421
"Halfway to the Grave (Night Huntress, #1)",https://www.goodreads.com/book/show/1421990.Halfway_to_the_Grave,Jeaniene Frost,4.13,161754,1421990
"The Summoning (Darkest Powers, #1)",https://www.goodreads.com/book/show/2800905-the-summoning,Kelley Armstrong,4.03,174942,2800905
"Angelfall (Penryn & the End of Days, #1)",https://www.goodreads.com/book/show/15863832-angelfall,Susan Ee,4.11,195188,15863832
"Sabriel (Abhorsen, #1)",https://www.goodreads.com/book/show/518848.Sabriel,Garth Nix,4.17,213845,518848
The Art of War,https://www.goodreads.com/book/show/10534.The_Art_of_War,Sun Tzu,3.95,535390,10534
Just Listen,https://www.goodreads.com/book/show/51738.Just_Listen,Sarah Dessen,4.05,249012,51738
"Silence (Hush, Hush, #3)",https://www.goodreads.com/book/show/10637766-silence,Becca Fitzpatrick,4.07,290765,10637766
The Westing Game,https://www.goodreads.com/book/show/902.The_Westing_Game,Ellen Raskin,4.0,224478,902
The Last Lecture,https://www.goodreads.com/book/show/40611510-the-last-lecture,Randy Pausch,4.26,356026,40611510
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,https://www.goodreads.com/book/show/49436.Three_Cups_of_Tea,Greg Mortenson,3.66,358310,49436
"Heartstopper: Volume One (Heartstopper, #1)",https://www.goodreads.com/book/show/40495957-heartstopper,Alice Oseman,4.44,823866,40495957
No Country for Old Men,https://www.goodreads.com/book/show/12497.No_Country_for_Old_Men,Cormac McCarthy,4.16,224541,12497
Sapiens: A Brief History of Humankind,https://www.goodreads.com/book/show/23692271-sapiens,Yuval Noah Harari,4.35,1159961,23692271
Taming Flame,https://www.goodreads.com/book/show/61608233-taming-flame,Therisa Peimer,4.29,17270,61608233
A Man Called Ove,https://www.goodreads.com/book/show/18774964-a-man-called-ove,Fredrik Backman,4.38,1131107,18774964
"Scarlet (The Lunar Chronicles, #2)",https://www.goodreads.com/book/show/13206760-scarlet,Marissa Meyer,4.24,444042,13206760
"Trainspotting (Mark Renton, #2)",https://www.goodreads.com/book/show/135836.Trainspotting,Irvine Welsh,4.11,172980,135836
"Swann’s Way (In Search of Lost Time, #1)",https://www.goodreads.com/book/show/12749.Swann_s_Way,Marcel Proust,4.15,64721,12749
The Truth About Forever,https://www.goodreads.com/book/show/51737.The_Truth_About_Forever,Sarah Dessen,4.12,224900,51737
"I Am Number Four (Lorien Legacies, #1)",https://www.goodreads.com/book/show/7747374-i-am-number-four,Pittacus Lore,3.94,347775,7747374
