title,url,author,rating,rating_count,id
Twelfth Night,https://www.goodreads.com/book/show/1625.Twelfth_Night,William Shakespeare,3.96,189785,1625
Nine Stories,https://www.goodreads.com/book/show/4009.Nine_Stories,J.D. Salinger,4.18,151576,4009
I Capture the Castle,https://www.goodreads.com/book/show/31122.I_Capture_the_Castle,Dodie Smith,3.99,109906,31122
Verity,https://www.goodreads.com/book/show/59344312-verity,Colleen Hoover,4.3,3350160,59344312
"Ishmael (Ishmael, #1)",https://www.goodreads.com/book/show/40611328-ishmael,Daniel Quinn,4.01,101205,40611328
Lady Chatterley’s Lover,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,D.H. Lawrence,3.5,132214,32049
"The Goose Girl (The Books of Bayern, #1)",https://www.goodreads.com/book/show/179064.The_Goose_Girl,Shannon Hale,4.14,146291,179064
The Love Hypothesis,https://www.goodreads.com/book/show/56732449-the-love-hypothesis,Ali Hazelwood,4.12,1607697,56732449
Gray After Dark,https://www.goodreads.com/book/show/204787816-gray-after-dark,Noelle W. Ihli,4.23,58690,204787816
"Dead to the World (Sookie Stackhouse, #4)",https://www.goodreads.com/book/show/140077.Dead_to_the_World,Charlaine Harris,4.12,264051,140077
"The Last Unicorn (The Last Unicorn, #1)",https://www.goodreads.com/book/show/29127.The_Last_Unicorn,Peter S. Beagle,4.16,117035,29127
Pericles and Aspasia: A Story of Ancient Greece,https://www.goodreads.com/book/show/62986809-pericles-and-aspasia,Yvonne Korshak,4.29,16152,62986809
No One Can Know,https://www.goodreads.com/book/show/127305892-no-one-can-know,Kate Alice Marshall,3.67,66704,127305892
"The Bronze Horseman (The Bronze Horseman, #1)",https://www.goodreads.com/book/show/83144.The_Bronze_Horseman,Paullina Simons,4.29,90865,83144
"Speaker for the Dead (Ender's Saga, #2)",https://www.goodreads.com/book/show/7967.Speaker_for_the_Dead,Orson Scott Card,4.1,264273,7967
"Slammed (Slammed, #1)",https://www.goodreads.com/book/show/30333938-slammed,Colleen Hoover,4.15,419350,30333938
Ask for Andrea,https://www.goodreads.com/book/show/60168787-ask-for-andrea,Noelle W. Ihli,4.09,149636,60168787
"You Are Special (Wemmicksville, #1)",https://www.goodreads.com/book/show/56728.You_Are_Special,Max Lucado,4.45,53196,56728
Demian,https://www.goodreads.com/book/show/24861.Demian,Hermann Hesse,4.14,125066,24861
Cyrano de Bergerac,https://www.goodreads.com/book/show/15638.Cyrano_de_Bergerac,Edmond Rostand,4.06,88145,15638
The Hours,https://www.goodreads.com/book/show/11899.The_Hours,Michael Cunningham,3.95,145385,11899
The Club,https://www.goodreads.com/book/show/58536005-the-club,Ellery Lloyd,3.29,118201,58536005
The Arabian Nights,https://www.goodreads.com/book/show/93101.The_Arabian_Nights,Anonymous,4.03,79326,93101
"Acheron (Dark-Hunter, #14)",https://www.goodreads.com/book/show/2299110.Acheron,Sherrilyn Kenyon,4.56,60971,2299110
"Captive in the Dark (The Dark Duet, #1)",https://www.goodreads.com/book/show/12513614-captive-in-the-dark,C.J. Roberts,3.94,74320,12513614
"Drums of Autumn (Outlander, #4)",https://www.goodreads.com/book/show/40909452-drums-of-autumn,Diana Gabaldon,4.35,261298,40909452
Julius Caesar,https://www.goodreads.com/book/show/13006.Julius_Caesar,William Shakespeare,3.71,212567,13006
"World Without End (Kingsbridge, #2)",https://www.goodreads.com/book/show/5064.World_Without_End,Ken Follett,4.32,264409,5064
The Glass Menagerie,https://www.goodreads.com/book/show/92517.The_Glass_Menagerie,Tennessee Williams,3.73,138117,92517
"Being a Witch, and Other Things I Didn't Ask For",https://www.goodreads.com/book/show/34186576-being-a-witch-and-other-things-i-didn-t-ask-for,Sara Pascoe,4.29,23230,34186576
"A Wizard of Earthsea (Earthsea Cycle, #1)",https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,Ursula K. Le Guin,4.01,340013,13642
Head Like a Hole,https://www.goodreads.com/book/show/61800582-head-like-a-hole,Andrew Van Wey,3.86,5544,61800582
"Caraval (Caraval, #1)",https://www.goodreads.com/book/show/27883214-caraval,Stephanie Garber,3.97,722563,27883214
"The Knife of Never Letting Go (Chaos Walking, #1)",https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,Patrick Ness,3.98,199723,20758104
The Roommate,https://www.goodreads.com/book/show/57040367-the-roommate,Kiersten Modglin,3.82,10297,57040367
"Think Twice (Myron Bolitar, #12)",https://www.goodreads.com/book/show/198494009-think-twice,Harlan Coben,4.26,37872,198494009
We Need to Talk About Kevin,https://www.goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,Lionel Shriver,4.08,204133,80660
"The Lies of Locke Lamora (Gentleman Bastard, #1)",https://www.goodreads.com/book/show/29588376-the-lies-of-locke-lamora,Scott Lynch,4.31,318885,29588376
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,Holly  Jackson,4.27,672979,51335759
The Glass Castle,https://www.goodreads.com/book/show/7445.The_Glass_Castle,Jeannette Walls,4.32,1298123,7445
"1Q84 (1Q84, #1-3)",https://www.goodreads.com/book/show/10357575-1q84,Haruki Murakami,3.95,328302,10357575
Look Closer,https://www.goodreads.com/book/show/59316367-look-closer,David Ellis,4.18,102241,59316367
"The Scorch Trials (The Maze Runner, #2)",https://www.goodreads.com/book/show/7631105-the-scorch-trials,James Dashner,3.9,616210,7631105
"Hunted (House of Night, #5)",https://www.goodreads.com/book/show/4134071-hunted,P.C. Cast,3.93,188026,4134071
"A Dog's Purpose (A Dog's Purpose, #1)",https://www.goodreads.com/book/show/7723542-a-dog-s-purpose,W. Bruce Cameron,4.35,137028,7723542
The Girl Who Was Taken,https://www.goodreads.com/book/show/39657755-the-girl-who-was-taken,Charlie Donlea,4.19,132637,39657755
Normal People,https://www.goodreads.com/book/show/41057294-normal-people,Sally Rooney,3.81,1665431,41057294
Interpreter of Maladies,https://www.goodreads.com/book/show/5439.Interpreter_of_Maladies,Jhumpa Lahiri,4.18,200545,5439
"Inheritance (The Inheritance Cycle, #4)",https://www.goodreads.com/book/show/7664041-inheritance,Christopher Paolini,4.16,296902,7664041
"Not Forever, But For Now",https://www.goodreads.com/book/show/101145468-not-forever-but-for-now,Chuck Palahniuk,3.08,4485,101145468
"Red Rising (Red Rising Saga, #1)",https://www.goodreads.com/book/show/15839976-red-rising,Pierce Brown,4.27,585027,15839976
"The Silver Chair (Chronicles of Narnia, #4)",https://www.goodreads.com/book/show/65641.The_Silver_Chair,C.S. Lewis,3.96,316357,65641
"P.S. I Love You (P.S. I Love You, #1)",https://www.goodreads.com/book/show/366522.P_S_I_Love_You,Cecelia Ahern,4.04,390518,366522
"Carry On (Simon Snow, #1)",https://www.goodreads.com/book/show/32768522-carry-on,Rainbow Rowell,4.16,326057,32768522
Before I Fall,https://www.goodreads.com/book/show/6482837-before-i-fall,Lauren Oliver,3.88,342794,6482837
"The Bean Trees (Greer Family, #1)",https://www.goodreads.com/book/show/30868.The_Bean_Trees,Barbara Kingsolver,4.01,165931,30868
"Wicked Lovely (Wicked Lovely, #1)",https://www.goodreads.com/book/show/305234.Wicked_Lovely,Melissa Marr,3.7,165276,305234
"Guards! Guards! (Discworld, #8; City Watch, #1)",https://www.goodreads.com/book/show/64216.Guards_Guards_,Terry Pratchett,4.34,223629,64216
"Kingdom of Ash (Throne of Glass, #7)",https://www.goodreads.com/book/show/33590260-kingdom-of-ash,Sarah J. Maas,4.71,853969,33590260
The Holy Bible: King James Version,https://www.goodreads.com/book/show/1923820.The_Holy_Bible,Anonymous,4.44,303934,1923820
A Brief History of Time,https://www.goodreads.com/book/show/3869.A_Brief_History_of_Time,Stephen Hawking,4.21,458891,3869
"Inferno (Robert Langdon, #4)",https://www.goodreads.com/book/show/17212231-inferno,Dan    Brown,3.9,574175,17212231
The Merchant of Venice,https://www.goodreads.com/book/show/24128.The_Merchant_of_Venice,William Shakespeare,3.78,196555,24128
"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",https://www.goodreads.com/book/show/15749186-to-all-the-boys-i-ve-loved-before,Jenny Han,4.04,988805,15749186
"Prince Caspian (Chronicles of Narnia, #2)",https://www.goodreads.com/book/show/121749.Prince_Caspian,C.S. Lewis,3.98,464317,121749
"The Eyre Affair (Thursday Next, #1)",https://www.goodreads.com/book/show/27003.The_Eyre_Affair,Jasper Fforde,3.89,135123,27003
"The Secret (The Secret, #1)",https://www.goodreads.com/book/show/52529.The_Secret,Rhonda Byrne,3.73,510506,52529
Invisible Monsters,https://www.goodreads.com/book/show/36236125-invisible-monsters,Chuck Palahniuk,4.0,147713,36236125
All the King's Men,https://www.goodreads.com/book/show/5527.All_the_King_s_Men,Robert Penn Warren,4.09,65154,5527
Better Than the Movies (Better Than the Movies #1),https://www.goodreads.com/book/show/55710822-better-than-the-movies,Lynn Painter,4.28,584470,55710822
One Day in the Life of Ivan Denisovich,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,Aleksandr Solzhenitsyn,3.98,120270,17125
Gravity’s Rainbow,https://www.goodreads.com/book/show/415.Gravity_s_Rainbow,Thomas Pynchon,4.01,46203,415
Murder on Family Grounds (Mary Wandwalker #3),https://www.goodreads.com/book/show/205338104-murder-on-family-grounds,Susan  Rowland,4.3,17545,205338104
"Lover Eternal (Black Dagger Brotherhood, #2)",https://www.goodreads.com/book/show/35729.Lover_Eternal,J.R. Ward,4.32,197557,35729
The Shards,https://www.goodreads.com/book/show/60880820-the-shards,Bret Easton Ellis,4.0,34523,60880820
Starship Troopers,https://www.goodreads.com/book/show/17214.Starship_Troopers,Robert A. Heinlein,4.01,238177,17214
"The Queen of the Damned (The Vampire Chronicles, #3)",https://www.goodreads.com/book/show/43758.The_Queen_of_the_Damned,Anne Rice,3.92,157844,43758
The Bluest Eye,https://www.goodreads.com/book/show/11337.The_Bluest_Eye,Toni Morrison,4.12,277441,11337
"Poison Study (Study, #1)",https://www.goodreads.com/book/show/60510.Poison_Study,Maria V. Snyder,4.09,172179,60510
Foucault’s Pendulum,https://www.goodreads.com/book/show/17841.Foucault_s_Pendulum,Umberto Eco,3.91,72872,17841
Seabiscuit: An American Legend,https://www.goodreads.com/book/show/110737.Seabiscuit,Laura Hillenbrand,4.23,165974,110737
"The Bourne Identity (Jason Bourne, #1)",https://www.goodreads.com/book/show/7869.The_Bourne_Identity,Robert Ludlum,4.05,437586,7869
"Assassin's Apprentice (Farseer Trilogy, #1)",https://www.goodreads.com/book/show/77197.Assassin_s_Apprentice,Robin Hobb,4.19,362370,77197
"The Blood of Olympus (The Heroes of Olympus, #5)",https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,Rick Riordan,4.43,367360,18705209
Peace Like a River,https://www.goodreads.com/book/show/227571.Peace_Like_a_River,Leif Enger,4.02,97243,227571
"Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)",https://www.goodreads.com/book/show/33507.Twenty_Thousand_Leagues_Under_the_Sea,Jules Verne,3.89,266347,33507
The Ocean at the End of the Lane,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,Neil Gaiman,4.02,644622,15783514
"Corrupt (Devil's Night, #1)",https://www.goodreads.com/book/show/58124274-corrupt,Penelope Douglas,3.79,366099,58124274
"Where She Went (If I Stay, #2)",https://www.goodreads.com/book/show/8492825-where-she-went,Gayle Forman,3.97,301413,8492825
House of Leaves,https://www.goodreads.com/book/show/24800.House_of_Leaves,Mark Z. Danielewski,4.09,185981,24800
The Memory Keeper's Daughter,https://www.goodreads.com/book/show/10441.The_Memory_Keeper_s_Daughter,Kim Edwards,3.7,607007,10441
Mythology,https://www.goodreads.com/book/show/23522.Mythology,Edith Hamilton,4.03,58097,23522
The History of Love,https://www.goodreads.com/book/show/3867.The_History_of_Love,Nicole Krauss,3.92,138368,3867
The Night Before Christmas,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,Clement Clarke Moore,4.4,125891,196970
"Oedipus Rex  (The Theban Plays, #1)",https://www.goodreads.com/book/show/1554.Oedipus_Rex,Sophocles,3.72,228584,1554
"City of Ashes (The Mortal Instruments, #2)",https://www.goodreads.com/book/show/1582996.City_of_Ashes,Cassandra Clare,4.11,970141,1582996
Native Son,https://www.goodreads.com/book/show/15622.Native_Son,Richard Wright,4.03,101858,15622
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda,Becky Albertalli,4.14,457510,19547856
A People’s History of the United States: 1492 - Present,https://www.goodreads.com/book/show/2767.A_People_s_History_of_the_United_States,Howard Zinn,4.08,255277,2767
"Viciously Yours (Fae Kings of Eden, #1)",https://www.goodreads.com/book/show/205404157-viciously-yours,Jamie Applegate Hunter,3.6,35665,205404157
"Magical Midlife Awakening (Leveling Up, #9)",https://www.goodreads.com/book/show/205840559-magical-midlife-awakening,K.F. Breene,4.62,10032,205840559
"The Talisman (The Talisman, #1)",https://www.goodreads.com/book/show/59219.The_Talisman,Stephen        King,4.11,136088,59219
"Oryx and Crake (MaddAddam, #1)",https://www.goodreads.com/book/show/46756.Oryx_and_Crake,Margaret Atwood,4.01,278112,46756
"Consequences (Consequences, #1)",https://www.goodreads.com/book/show/12368985-consequences,Aleatha Romig,3.92,42945,12368985
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,T.J. Klune,4.39,800798,45047384
"The Killer Angels (The Civil War Trilogy, #2)",https://www.goodreads.com/book/show/682804.The_Killer_Angels,Michael Shaara,4.33,89286,682804
"Truth (Consequences, #2)",https://www.goodreads.com/book/show/16070018-truth,Aleatha Romig,4.34,32491,16070018
"Left Behind (Left Behind, #1)",https://www.goodreads.com/book/show/27523.Left_Behind,Tim LaHaye,3.86,241345,27523
If on a Winter’s Night a Traveler,https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,Italo Calvino,4.02,105606,374233
"Champion (Legend, #3)",https://www.goodreads.com/book/show/14290364-champion,Marie Lu,4.31,227122,14290364
"Gone (Gone, #1)",https://www.goodreads.com/book/show/2536134.Gone,Michael  Grant,3.87,206812,2536134
The Yellow Wallpaper and Other Stories,https://www.goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,Charlotte Perkins Gilman,4.08,324599,99300
"The Fiery Cross (Outlander, #5)",https://www.goodreads.com/book/show/10967.The_Fiery_Cross,Diana Gabaldon,4.26,220204,10967
The Polymorph,https://www.goodreads.com/book/show/101265124-the-polymorph,Max Nowaz,4.28,15531,101265124
"The Hero of Ages (Mistborn, #3)",https://www.goodreads.com/book/show/2767793-the-hero-of-ages,Brandon Sanderson,4.55,511616,2767793
I Am Legend and Other Stories,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,Richard Matheson,4.0,134202,547094
Grimm's Fairy Tales,https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,Jacob Grimm,4.24,216214,19351490
The Drowning Woman,https://www.goodreads.com/book/show/62874245-the-drowning-woman,Robyn Harding,4.05,126509,62874245
"Night Watch (Discworld, #29; City Watch, #6)",https://www.goodreads.com/book/show/47989.Night_Watch,Terry Pratchett,4.5,114996,47989
Watchers,https://www.goodreads.com/book/show/32423.Watchers,Dean Koontz,4.19,168518,32423
"A Breath of Snow and Ashes (Outlander, #6)",https://www.goodreads.com/book/show/10965.A_Breath_of_Snow_and_Ashes,Diana Gabaldon,4.44,185946,10965
The Iliad,https://www.goodreads.com/book/show/1371.The_Iliad,Homer,3.92,482819,1371
"Darkfever (Fever, #1)",https://www.goodreads.com/book/show/112750.Darkfever,Karen Marie Moning,4.06,186301,112750
Educated,https://www.goodreads.com/book/show/35133922-educated,Tara Westover,4.47,1709905,35133922
"One for the Money (Stephanie Plum, #1)",https://www.goodreads.com/book/show/6853.One_for_the_Money,Janet Evanovich,4.05,568272,6853
"Shadowfever (Fever, #5)",https://www.goodreads.com/book/show/7304203-shadowfever,Karen Marie Moning,4.39,111296,7304203
"Storm Front (The Dresden Files, #1)",https://www.goodreads.com/book/show/47212.Storm_Front,Jim  Butcher,3.97,366256,47212
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,E.L. Konigsburg,4.16,215419,3980
John Adams,https://www.goodreads.com/book/show/2203.John_Adams,David McCullough,4.08,369875,2203
The Magus,https://www.goodreads.com/book/show/16286.The_Magus,John Fowles,4.05,61283,16286
The Wasp Factory,https://www.goodreads.com/book/show/567678.The_Wasp_Factory,Iain Banks,3.76,103149,567678
"One of Us Is Lying (One of Us is Lying, #1)",https://www.goodreads.com/book/show/58679358-one-of-us-is-lying,Karen M. McManus,3.92,974004,58679358
"Alanna: The First Adventure (Song of the Lioness, #1)",https://www.goodreads.com/book/show/13831.Alanna,Tamora Pierce,4.27,134162,13831
"Killing Sarai (In the Company of Killers, #1)",https://www.goodreads.com/book/show/20559676-killing-sarai,J.A. Redmerski,4.08,32600,20559676
Archer's Voice,https://www.goodreads.com/book/show/32822135-archer-s-voice,Mia Sheridan,4.19,603901,32822135
"House of Earth and Blood (Crescent City, #1)",https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood,Sarah J. Maas,4.46,937722,44778083
Possession,https://www.goodreads.com/book/show/41219.Possession,A.S. Byatt,3.9,82135,41219
"Pretties (Uglies, #2)",https://www.goodreads.com/book/show/24768.Pretties,Scott Westerfeld,3.83,274198,24768
Rosencrantz and Guildenstern Are Dead,https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead,Tom Stoppard,4.04,91444,18545
"As Good As Dead (A Good Girl's Guide to Murder, #3)",https://www.goodreads.com/book/show/56905097-as-good-as-dead,Holly  Jackson,4.2,483445,56905097
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd,Agatha Christie,4.27,309639,16328
The Blind Assassin,https://www.goodreads.com/book/show/78433.The_Blind_Assassin,Margaret Atwood,3.96,159717,78433
If We Were Villains,https://www.goodreads.com/book/show/30319086-if-we-were-villains,M.L. Rio,4.12,354196,30319086
Papillon,https://www.goodreads.com/book/show/6882.Papillon,Henri Charrière,4.23,73045,6882
"The Death Cure (The Maze Runner, #3)",https://www.goodreads.com/book/show/7864437-the-death-cure,James Dashner,3.78,478301,7864437
Cosmos,https://www.goodreads.com/book/show/55030.Cosmos,Carl Sagan,4.4,153271,55030
"Death on the Nile (Hercule Poirot, #18)",https://www.goodreads.com/book/show/131359.Death_on_the_Nile,Agatha Christie,4.12,285165,131359
"Lover Unbound (Black Dagger Brotherhood, #5)",https://www.goodreads.com/book/show/304027.Lover_Unbound,J.R. Ward,4.31,137991,304027
House of Sand and Fog,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,Andre Dubus III,3.86,134699,38311414
Bury My Heart at Wounded Knee: An Indian History of the American West,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee,Dee Brown,4.26,97850,76401
The Agony and the Ecstasy,https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,Irving Stone,4.09,92726,321552
"Odd Thomas (Odd Thomas, #1)",https://www.goodreads.com/book/show/14995.Odd_Thomas,Dean Koontz,3.99,273104,14995
"Tears of Tess (Monsters in the Dark, #1)",https://www.goodreads.com/book/show/18134894-tears-of-tess,Pepper Winters,3.99,41594,18134894
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",https://www.goodreads.com/book/show/452306.The_Sisterhood_of_the_Traveling_Pants,Ann Brashares,3.85,722895,452306
The Very Secret Society of Irregular Witches,https://www.goodreads.com/book/show/60018635-the-very-secret-society-of-irregular-witches,Sangu Mandanna,4.07,277772,60018635
"It Ain't Me, Babe (Hades Hangmen, #1)",https://www.goodreads.com/book/show/22020052-it-ain-t-me-babe,Tillie Cole,4.04,55218,22020052
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://www.goodreads.com/book/show/1202.Freakonomics,Steven D. Levitt,4.01,877449,1202
The Sirens of Titan,https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan,Kurt Vonnegut Jr.,4.15,150638,4982
Veronika Decides to Die,https://www.goodreads.com/book/show/1431.Veronika_Decides_to_Die,Paulo Coelho,3.73,233258,1431
Under the Dome,https://www.goodreads.com/book/show/6320534-under-the-dome,Stephen        King,3.93,313262,6320534
A Heartbreaking Work of Staggering Genius,https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,Dave Eggers,3.69,182092,4953
"Inara (Godfrey Davis, #3)",https://www.goodreads.com/book/show/215186841-inara,A.R. Merrydew,4.36,6459,215186841
How to Win Friends & Influence People,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People,Dale Carnegie,4.22,1082998,4865
"Prodigy (Legend, #2)",https://www.goodreads.com/book/show/13414446-prodigy,Marie Lu,4.22,273853,13414446
"The Alienist (Dr. Laszlo Kreizler, #1)",https://www.goodreads.com/book/show/40024.The_Alienist,Caleb Carr,4.06,177863,40024
The Book of Mormon: Another Testament of Jesus Christ,https://www.goodreads.com/book/show/323355.The_Book_of_Mormon,Joseph Smith Jr.,4.24,89077,323355
On Writing: A Memoir of the Craft,https://www.goodreads.com/book/show/10569.On_Writing,Stephen        King,4.34,304128,10569
"Powerless (The Powerless Trilogy, #1)",https://www.goodreads.com/book/show/75513900-powerless,Lauren  Roberts,4.17,614419,75513900
A Winter Grave,https://www.goodreads.com/book/show/67998095-a-winter-grave,Peter  May,4.07,8767,67998095
Corelli’s Mandolin,https://www.goodreads.com/book/show/3388.Corelli_s_Mandolin,Louis de Bernières,4.03,90779,3388
"The Girl in the Eagle's Talons (Millennium, #7)",https://www.goodreads.com/book/show/75523433-the-girl-in-the-eagle-s-talons,Karin Smirnoff,3.42,17005,75523433
The Elegance of the Hedgehog,https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog,Muriel Barbery,3.8,192907,2967752
"Souls Unfractured (Hades Hangmen, #3)",https://www.goodreads.com/book/show/22107214-souls-unfractured,Tillie Cole,4.41,27960,22107214
Anthem,https://www.goodreads.com/book/show/667.Anthem,Ayn Rand,3.61,162203,667
"Scythe (Arc of a Scythe, #1)",https://www.goodreads.com/book/show/28954189-scythe,Neal Shusterman,4.32,369820,28954189
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",https://www.goodreads.com/book/show/50659467-a-court-of-thorns-and-roses,Sarah J. Maas,4.17,3602620,50659467
The Aeneid,https://www.goodreads.com/book/show/12914.The_Aeneid,Virgil,3.87,136986,12914
The Witch of Blackbird Pond,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond,Elizabeth George Speare,4.02,156664,703292
"Tempted (House of Night, #6)",https://www.goodreads.com/book/show/6262365-tempted,P.C. Cast,3.95,171542,6262365
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,Ally Carter,3.84,191756,852470
Something Wicked This Way Comes,https://www.goodreads.com/book/show/248596.Something_Wicked_This_Way_Comes,Ray Bradbury,3.9,143450,248596
"Love Story (Love Story, #1)",https://www.goodreads.com/book/show/73968.Love_Story,Erich Segal,3.65,62807,73968
Prodigal Summer,https://www.goodreads.com/book/show/14249.Prodigal_Summer,Barbara Kingsolver,4.04,120810,14249
The Trigger: Hunting the Assassin Who Brought the World to War,https://www.goodreads.com/book/show/18300212-the-trigger,Tim Butcher,3.81,4019,18300212
Jitterbug Perfume,https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,Tom Robbins,4.23,78834,8682
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,Alexander McCall Smith,3.81,271136,7061
Digital Fortress,https://www.goodreads.com/book/show/11125.Digital_Fortress,Dan    Brown,3.7,652692,11125
"The High Auction (Wisdom Revolution, #1)",https://www.goodreads.com/book/show/60215314-the-high-auction,Misba,4.7,16500,60215314
"A Canticle for Leibowitz (St. Leibowitz, #1)",https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,Walter M. Miller Jr.,3.99,114761,164154
Ivanhoe,https://www.goodreads.com/book/show/6440.Ivanhoe,Walter Scott,3.76,97112,6440
Battle Royale,https://www.goodreads.com/book/show/57891.Battle_Royale,Koushun Takami,4.26,81243,57891
Project Hail Mary,https://www.goodreads.com/book/show/54493401-project-hail-mary,Andy Weir,4.5,754738,54493401
"The Oldest Dance (Wisdom Revolution, #2)",https://www.goodreads.com/book/show/60215458-the-oldest-dance,Misba,4.71,13550,60215458
Howl and Other Poems,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems,Allen Ginsberg,4.13,116115,6295
Ficciones,https://www.goodreads.com/book/show/426504.Ficciones,Jorge Luis Borges,4.41,73567,426504
Song of Solomon,https://www.goodreads.com/book/show/11334.Song_of_Solomon,Toni Morrison,4.15,120810,11334
The Midnight Library,https://www.goodreads.com/book/show/52578297-the-midnight-library,Matt Haig,3.99,2155282,52578297
"Ender's Shadow (The Shadow Series, #1)",https://www.goodreads.com/book/show/9532.Ender_s_Shadow,Orson Scott Card,4.32,176563,9532
Around the World in Eighty Days,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,Jules Verne,3.95,268258,54479
Keep It in the Family,https://www.goodreads.com/book/show/60109530-keep-it-in-the-family,John Marrs,4.08,159139,60109530
Message in a Bottle,https://www.goodreads.com/book/show/3478.Message_in_a_Bottle,Nicholas Sparks,3.98,243991,3478
"The Color of Magic (Discworld, #1; Rincewind, #1)",https://www.goodreads.com/book/show/34497.The_Color_of_Magic,Terry Pratchett,4.0,406255,34497
"The Big Sleep (Philip Marlowe, #1)",https://www.goodreads.com/book/show/2052.The_Big_Sleep,Raymond Chandler,3.95,162618,2052
The Story of My Life,https://www.goodreads.com/book/show/821611.The_Story_of_My_Life,Helen Keller,4.08,149417,821611
"Confessions of a Shopaholic (Shopaholic, #1)",https://www.goodreads.com/book/show/9416.Confessions_of_a_Shopaholic,Sophie Kinsella,3.71,787556,9416
"One Fish, Two Fish, Red Fish, Blue Fish",https://www.goodreads.com/book/show/7770.One_Fish_Two_Fish_Red_Fish_Blue_Fish,Dr. Seuss,4.18,210433,7770
Mistress Suffragette,https://www.goodreads.com/book/show/34521870-mistress-suffragette,Diana   Forbes,4.29,4589,34521870
"Fablehaven (Fablehaven, #1)",https://www.goodreads.com/book/show/44652.Fablehaven,Brandon Mull,4.14,172526,44652
Twenty Years Later,https://www.goodreads.com/book/show/57645345-twenty-years-later,Charlie Donlea,4.2,144028,57645345
"Rubinrot (Edelstein-Trilogie, #1)",https://www.goodreads.com/book/show/6325285-rubinrot,Kerstin Gier,4.13,163952,6325285
"Princess Academy (Princess Academy, #1)",https://www.goodreads.com/book/show/85990.Princess_Academy,Shannon Hale,4.04,119751,85990
Meditations,https://www.goodreads.com/book/show/30659.Meditations,Marcus Aurelius,4.28,302762,30659
The Magic Mountain,https://www.goodreads.com/book/show/88077.The_Magic_Mountain,Thomas Mann,4.13,54462,88077
"An Ember in the Ashes (An Ember in the Ashes, #1)",https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes,Sabaa Tahir,4.24,322124,27774758
Holy Bible: New International Version,https://www.goodreads.com/book/show/280111.Holy_Bible,Anonymous,4.62,93067,280111
The Invention of Hugo Cabret,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,Brian Selznick,4.22,186924,9673436
