rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri
9,12,17,0,0,0385544154,9780385544153,Doubleday,A decorated World War II veteran shoots and kills a pastor inside a Mississippi church.,0.00,THE RECKONING,John Grisham,by John Grisham,,https://storage.googleapis.com/du-prd/books/images/9780385544160.jpg,326,495,https://www.amazon.com/Reckoning-Novel-John-Grisham-ebook/dp/B079DBS447?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0385544154', 'isbn13': '9780385544153'}, {'isbn10': '0385544162', 'isbn13': '9780385544160'}, {'isbn10': '052563925X', 'isbn13': '9780525639251'}, {'isbn10': '0525639292', 'isbn13': '9780525639299'}, {'isbn10': '0385544170', 'isbn13': '9780385544177'}, {'isbn10': '1984819585', 'isbn13': '9781984819581'}, {'isbn10': '0525620931', 'isbn13': '9780525620938'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Reckoning-Novel-John-Grisham-ebook/dp/B079DBS447?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385544153?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385544153'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BRECKONING%2FJohn%2BGrisham%2F9780385544153'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780385544153'}]",nyt://book/3ee62d10-7341-5e71-8603-2acc2eeaaa0d
10,5,2,0,0,0735220174,9780735220171,Riverhead,A loner named Tracker teams up with a group of unusual characters in search of a mysterious boy.,0.00,"BLACK LEOPARD, RED WOLF",Marlon James,by Marlon James,,https://storage.googleapis.com/du-prd/books/images/9780735220171.jpg,326,495,https://www.amazon.com/Black-Leopard-Wolf-Dark-Trilogy/dp/0735220174?tag=thenewyorktim-20,,https://www.nytimes.com/2019/01/31/books/review/black-leopard-red-wolf-marlon-james.html,,,,"[{'isbn10': '0735220174', 'isbn13': '9780735220171'}, {'isbn10': '0735220190', 'isbn13': '9780735220195'}, {'isbn10': '1984882902', 'isbn13': '9781984882905'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Black-Leopard-Wolf-Dark-Trilogy/dp/0735220174?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780735220171?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780735220171'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FBLACK%2BLEOPARD%252C%2BRED%2BWOLF%2FMarlon%2BJames%2F9780735220171'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780735220171'}]",nyt://book/0db41ade-9b93-5325-96c1-8c69ab8eaf07
11,10,12,0,0,1616208686,9781616208684,Algonquin,A newlywed couple's relationship is tested when the husband is sentenced to 12 years in prison.,0.00,AN AMERICAN MARRIAGE,Tayari Jones,by Tayari Jones,,https://storage.googleapis.com/du-prd/books/images/9781616207601.jpg,330,495,https://www.amazon.com/American-Marriage-Novel-Oprahs-Selection-ebook/dp/B01NCUXEFR?tag=thenewyorktim-20,,https://www.nytimes.com/2018/02/06/books/review/american-marriage-tayari-jones.html,,,,"[{'isbn10': '1616201347', 'isbn13': '9781616201340'}, {'isbn10': '1616208775', 'isbn13': '9781616208776'}, {'isbn10': '1616207604', 'isbn13': '9781616207601'}, {'isbn10': '1681688344', 'isbn13': '9781681688343'}, {'isbn10': '1681688336', 'isbn13': '9781681688336'}, {'isbn10': '1616208686', 'isbn13': '9781616208684'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/American-Marriage-Novel-Oprahs-Selection-ebook/dp/B01NCUXEFR?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781616208684?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781616208684'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FAN%2BAMERICAN%2BMARRIAGE%2FTayari%2BJones%2F9781616208684'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781616208684'}]",nyt://book/f87a4e34-cecf-581b-b5d8-33082bf4307c
12,0,1,0,0,1943796238,9781943796236,Meghan March,The second book in the Forge trilogy. An attraction to a billionaire becomes a big gamble.,0.00,LUCK OF THE DEVIL,Meghan March,by Meghan March,,https://storage.googleapis.com/du-prd/books/images/9781943796236.jpg,311,495,https://www.amazon.com/Luck-Devil-Forge-Trilogy-Book-ebook/dp/B07L5W92C7?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1943796238', 'isbn13': '9781943796236'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Luck-Devil-Forge-Trilogy-Book-ebook/dp/B07L5W92C7?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781943796236?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781943796236'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLUCK%2BOF%2BTHE%2BDEVIL%2FMeghan%2BMarch%2F9781943796236'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781943796236'}]",nyt://book/9723e23c-9017-585b-814e-bb37fca2d5f3
13,0,1,0,0,None,A00B07DVR4BSL,Susan Stoker,"The 13th book in the Badge of Honor: Texas Heroes series. John “Driftwood” Trettle falls for Quinn Dixon, despite her visible port-wine birthmark.",0.00,SHELTER FOR QUINN,Susan Stoker,by Susan Stoker,,https://storage.googleapis.com/du-prd/books/images/A00B07DVR4BSL.jpg,313,500,https://www.amazon.com/Shelter-Quinn-Badge-Honor-Heroes-ebook/dp/B07DVR4BSL?tag=thenewyorktim-20,,,,,,[],"[{'name': 'Amazon', 'url': 'https://www.amazon.com/Shelter-Quinn-Badge-Honor-Heroes-ebook/dp/B07DVR4BSL?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': ''}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fs%2FSHELTER+FOR+QUINN+Susan+Stoker'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fsearch%3Fquery%3DSHELTER%2BFOR%2BQUINN%2BSusan%2BStoker'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/books?affiliate=3546&keywords=SHELTER+FOR+QUINN'}]",nyt://book/727f4f56-a4b3-5b1f-80ab-aef67c81db6c
14,0,4,0,0,1538760665,9781538760666,"Little, Brown",Detective Harriet Blue tries to clear her brother's name and save a small Australian town from being massacred.,0.00,FIFTY FIFTY,James Patterson and Candice Fox,by James Patterson and Candice Fox,,https://storage.googleapis.com/du-prd/books/images/9780316513241.jpg,322,495,https://www.amazon.com/Fifty-Harriet-Blue-James-Patterson-ebook/dp/B071JLND9Y?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0316513229', 'isbn13': '9780316513227'}, {'isbn10': '0316513245', 'isbn13': '9780316513241'}, {'isbn10': '1538760665', 'isbn13': '9781538760666'}, {'isbn10': '1538760657', 'isbn13': '9781538760659'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Fifty-Harriet-Blue-James-Patterson-ebook/dp/B071JLND9Y?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781538760666?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538760666'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFIFTY%2BFIFTY%2FJames%2BPatterson%2Band%2BCandice%2BFox%2F9781538760666'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781538760666'}]",nyt://book/1b51ab92-ba8b-594e-b0f9-b1e483712122
15,0,21,0,0,1101883065,9781101883068,Ballantine,A story of three women’s lives during and after World War II.,0.00,LILAC GIRLS,Martha Hall Kelly,by Martha Hall Kelly,,https://storage.googleapis.com/du-prd/books/images/9781101883075.jpg,330,493,http://www.amazon.com/Lilac-Girls-Martha-Hall-Kelly/dp/1101883073?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1101883073', 'isbn13': '9781101883075'}, {'isbn10': '1101883065', 'isbn13': '9781101883068'}, {'isbn10': '1101883081', 'isbn13': '9781101883082'}, {'isbn10': '1432839918', 'isbn13': '9781432839918'}, {'isbn10': '059349945X', 'isbn13': '9780593499450'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Lilac-Girls-Martha-Hall-Kelly/dp/1101883073?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781101883068?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781101883068'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLILAC%2BGIRLS%2FMartha%2BHall%2BKelly%2F9781101883068'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781101883068'}]",nyt://book/fc6fb4e7-0ac2-5493-a95d-fc1c27445ebf
1,3,4,0,0,1250209765,9781250209764,Flatiron,A bookseller flees Mexico for the United States with her son while pursued by the head of a drug cartel.,0.00,AMERICAN DIRT,Jeanine Cummins,by Jeanine Cummins,,https://storage.googleapis.com/du-prd/books/images/9781250209764.jpg,326,495,https://www.amazon.com/American-Dirt-Oprahs-Book-Club/dp/1250209765?tag=thenewyorktim-20,,https://www.nytimes.com/2020/01/17/books/review-american-dirt-jeanine-cummins.html,,,,"[{'isbn10': '1250209765', 'isbn13': '9781250209764'}, {'isbn10': '1250772400', 'isbn13': '9781250772404'}, {'isbn10': '1432872249', 'isbn13': '9781432872243'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/American-Dirt-Oprahs-Book-Club/dp/1250209765?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250209764?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250209764'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FAMERICAN%2BDIRT%2FJeanine%2BCummins%2F9781250209764'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250209764'}]",nyt://book/ea1c7a1f-1743-57a8-b210-0150f87a4b47
2,4,75,0,0,0735219095,9780735219090,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",0.00,WHERE THE CRAWDADS SING,Delia Owens,by Delia Owens,,https://storage.googleapis.com/du-prd/books/images/9780735219090.jpg,328,495,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0735219095', 'isbn13': '9780735219090'}, {'isbn10': '0735219117', 'isbn13': '9780735219113'}, {'isbn10': '0525640371', 'isbn13': '9780525640370'}, {'isbn10': '0593105419', 'isbn13': '9780593105412'}, {'isbn10': '0593187989', 'isbn13': '9780593187982'}, {'isbn10': '0525640363', 'isbn13': '9780525640363'}, {'isbn10': '0735219109', 'isbn13': '9780735219106'}, {'isbn10': '0593540484', 'isbn13': '9780593540480'}, {'isbn10': '0593540352', 'isbn13': '9780593540350'}, {'isbn10': '1984827618', 'isbn13': '9781984827616'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens/dp/0735219095?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780735219090?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780735219090'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWHERE%2BTHE%2BCRAWDADS%2BSING%2FDelia%2BOwens%2F9780735219090'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780735219090'}]",nyt://book/053b4109-4555-5aa1-9b39-cc40549bcdf0
3,1,2,0,0,1250207207,9781250207203,St. Martin's,The 50th book of the In Death series. Eve Dallas seeks the sender of packages that give off toxic airborne fumes.,0.00,GOLDEN IN DEATH,JD Robb,by J.D. Robb,,https://storage.googleapis.com/du-prd/books/images/9781250207203.jpg,326,495,https://www.amazon.com/Golden-Death-Dallas-Novel-Book/dp/1250207207?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250207207', 'isbn13': '9781250207203'}, {'isbn10': '1250259991', 'isbn13': '9781250259998'}, {'isbn10': '1250260000', 'isbn13': '9781250260000'}, {'isbn10': '1250207223', 'isbn13': '9781250207227'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Golden-Death-Dallas-Novel-Book/dp/1250207207?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250207203?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250207203'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FGOLDEN%2BIN%2BDEATH%2FJD%2BRobb%2F9781250207203'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250207203'}]",nyt://book/bad9094a-efc7-5426-b48e-f7c2c58f4599
4,10,53,0,0,0735224315,9780735224315,Penguin Press,An artist upends a quiet town outside Cleveland.,0.00,LITTLE FIRES EVERYWHERE,Celeste Ng,by Celeste Ng,,https://storage.googleapis.com/du-prd/books/images/9780735224308.jpg,328,495,https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=thenewyorktim-20,,https://www.nytimes.com/2017/09/25/books/review/little-fires-everywhere-celeste-ng.html,,,,"[{'isbn10': '0735224293', 'isbn13': '9780735224292'}, {'isbn10': '0735224307', 'isbn13': '9780735224308'}, {'isbn10': '0525498079', 'isbn13': '9780525498070'}, {'isbn10': '0525498060', 'isbn13': '9780525498063'}, {'isbn10': '0735224315', 'isbn13': '9780735224315'}, {'isbn10': '1984832921', 'isbn13': '9781984832924'}, {'isbn10': '014313566X', 'isbn13': '9780143135661'}, {'isbn10': '052549877X', 'isbn13': '9780525498773'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Little-Fires-Everywhere-Celeste-Ng-ebook/dp/B01N4VW75U?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780735224315?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780735224315'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLITTLE%2BFIRES%2BEVERYWHERE%2FCeleste%2BNg%2F9780735224315'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780735224315'}]",nyt://book/f343748c-cc89-5545-a895-324c4190a56f
5,7,22,0,0,1250301696,9781250301697,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,0.00,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,https://storage.googleapis.com/du-prd/books/images/9781250301697.jpg,326,495,https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250301696', 'isbn13': '9781250301697'}, {'isbn10': '1250301718', 'isbn13': '9781250301710'}, {'isbn10': '1250317541', 'isbn13': '9781250317544'}, {'isbn10': '1432858645', 'isbn13': '9781432858643'}, {'isbn10': '125030170X', 'isbn13': '9781250301703'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250301697?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250301697'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BSILENT%2BPATIENT%2FAlex%2BMichaelides%2F9781250301697'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250301697'}]",nyt://book/fe8f9863-f798-55c5-acdf-ceb32b5484ce
6,2,2,0,0,1538747251,9781538747254,Grand Central,The 19th book in the Agent Pendergast series. Human feet inside nondescript shoes wash ashore in Florida.,0.00,CROOKED RIVER,Douglas Preston and Lincoln Child,by Douglas Preston and Lincoln Child,,https://storage.googleapis.com/du-prd/books/images/9781538747254.jpg,328,495,https://www.amazon.com/Crooked-River-Agent-Pendergast-19/dp/1538747251?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1538747251', 'isbn13': '9781538747254'}, {'isbn10': '1538702959', 'isbn13': '9781538702956'}, {'isbn10': '1549142259', 'isbn13': '9781549142253'}, {'isbn10': '1549142267', 'isbn13': '9781549142260'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Crooked-River-Agent-Pendergast-19/dp/1538747251?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781538747254?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538747254'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FCROOKED%2BRIVER%2FDouglas%2BPreston%2Band%2BLincoln%2BChild%2F9781538747254'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781538747254'}]",nyt://book/8d1d1684-393f-5efd-b3bc-ff2a3c2f3457
7,8,21,0,0,0062963678,9780062963673,Harper,A sibling relationship is impacted when the family goes from poverty to wealth and back again over the course of many decades.,0.00,THE DUTCH HOUSE,Ann Patchett,by Ann Patchett,,https://storage.googleapis.com/du-prd/books/images/9780062963673.jpg,328,495,https://www.amazon.com/Dutch-House-Novel-Ann-Patchett/dp/0062963678?tag=thenewyorktim-20,,https://www.nytimes.com/2019/09/21/books/review-dutch-house-ann-patchett.html,,,,"[{'isbn10': '0062963678', 'isbn13': '9780062963673'}, {'isbn10': '0062963694', 'isbn13': '9780062963697'}, {'isbn10': '0062963708', 'isbn13': '9780062963703'}, {'isbn10': '0062963724', 'isbn13': '9780062963727'}, {'isbn10': '0062963686', 'isbn13': '9780062963680'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Dutch-House-Novel-Ann-Patchett/dp/0062963678?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062963673?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062963673'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BDUTCH%2BHOUSE%2FAnn%2BPatchett%2F9780062963673'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780062963673'}]",nyt://book/0ad5db6c-4d15-5624-bef3-1385f93f78e2
8,12,18,0,0,0385544189,9780385544184,Doubleday,"Cullen Post, a lawyer and Episcopal minister, antagonizes some ruthless killers when he takes on a wrongful conviction case.",0.00,THE GUARDIANS,John Grisham,by John Grisham,,https://storage.googleapis.com/du-prd/books/images/9780385544184.jpg,330,481,https://www.amazon.com/Guardians-Novel-John-Grisham/dp/0385544189?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0385544189', 'isbn13': '9780385544184'}, {'isbn10': '0525639365', 'isbn13': '9780525639367'}, {'isbn10': '0385544200', 'isbn13': '9780385544207'}, {'isbn10': '0593129989', 'isbn13': '9780593129982'}, {'isbn10': '052562094X', 'isbn13': '9780525620945'}, {'isbn10': '0525639381', 'isbn13': '9780525639381'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Guardians-Novel-John-Grisham/dp/0385544189?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385544184?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385544184'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BGUARDIANS%2FJohn%2BGrisham%2F9780385544184'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780385544184'}]",nyt://book/34587156-73ec-5121-946b-482b51beaf6c
9,0,16,0,0,None,9781982148249,Scribner,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,0.00,THE OUTSIDER,Stephen King,by Stephen King,,https://storage.googleapis.com/du-prd/books/images/9781501180989.jpg,326,495,https://www.amazon.com/Outsider-Novel-Stephen-King/dp/1501180983?tag=thenewyorktim-20,,https://www.nytimes.com/2018/05/22/books/review/outsider-stephen-king.html,,,,"[{'isbn10': '1501180983', 'isbn13': '9781501180989'}, {'isbn10': '1501181017', 'isbn13': '9781501181016'}, {'isbn10': '1508252211', 'isbn13': '9781508252214'}, {'isbn10': '1501181009', 'isbn13': '9781501181009'}, {'isbn10': '1501180991', 'isbn13': '9781501180996'}, {'isbn10': '1797108654', 'isbn13': '9781797108650'}, {'isbn10': '1432852647', 'isbn13': '9781432852641'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Outsider-Novel-Stephen-King/dp/1501180983?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982148249?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982148249'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BOUTSIDER%2FStephen%2BKing%2F9781982148249'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781982148249'}]",nyt://book/bf6936b2-4aa3-52f0-a1e8-7db4060aa801
10,14,64,0,0,0062797158,9780062797155,Harper,A concentration camp detainee tasked with permanently marking fellow prisoners falls in love with one of them.,0.00,THE TATTOOIST OF AUSCHWITZ,Heather Morris,by Heather Morris,,https://storage.googleapis.com/du-prd/books/images/9780062797155.jpg,328,495,https://www.amazon.com/Tattooist-Auschwitz-Novel-Heather-Morris/dp/0062797158?tag=thenewyorktim-20,,https://www.nytimes.com/2018/11/16/books/review/tattooist-auschwitz-heather-morris.html,,,,"[{'isbn10': '0062797158', 'isbn13': '9780062797155'}, {'isbn10': '0062797166', 'isbn13': '9780062797162'}, {'isbn10': '006287067X', 'isbn13': '9780062870674'}, {'isbn10': '0062866990', 'isbn13': '9780062866998'}, {'isbn10': '0063413108', 'isbn13': '9780063413108'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Tattooist-Auschwitz-Novel-Heather-Morris/dp/0062797158?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062797155?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062797155'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BTATTOOIST%2BOF%2BAUSCHWITZ%2FHeather%2BMorris%2F9780062797155'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780062797155'}]",nyt://book/f61306e8-2543-561b-bbde-78c9d188cb39
11,6,8,0,0,0316055085,9780316055086,Orbit,"Linked stories follow the exploits of Geralt of Rivia, a monster-slaying mercenary.",0.00,THE LAST WISH,Andrzej Sapkowski,by Andrzej Sapkowski,,https://storage.googleapis.com/du-prd/books/images/9780316438964.jpg,330,495,http://www.amazon.com/The-Last-Wish-Introducing-Witcher/dp/0316029181?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0316029181', 'isbn13': '9780316029186'}, {'isbn10': '0316055085', 'isbn13': '9780316055086'}, {'isbn10': '0316497541', 'isbn13': '9780316497541'}, {'isbn10': '0316438960', 'isbn13': '9780316438964'}, {'isbn10': '1478904712', 'isbn13': '9781478904717'}, {'isbn10': '147893333X', 'isbn13': '9781478933335'}, {'isbn10': '1478933305', 'isbn13': '9781478933304'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/The-Last-Wish-Introducing-Witcher/dp/0316029181?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316055086?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316055086'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLAST%2BWISH%2FAndrzej%2BSapkowski%2F9780316055086'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780316055086'}]",nyt://book/5e759db2-409a-5542-9728-497e9e933cff
