rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri
11,0,1,0,0,153875276X,9781538752760,Grand Central,"Three thrillers: “3 Days to Live,” “Women and Children First” and “The Housekeepers.”",0.00,3 DAYS TO LIVE,James Patterson,by James Patterson,,https://storage.googleapis.com/du-prd/books/images/9781538752760.jpg,333,500,https://www.amazon.com/dp/1538752743?tag=thenewyorktim-20,,,,,,"[{'isbn10': '153875276X', 'isbn13': '9781538752760'}, {'isbn10': '1538752743', 'isbn13': '9781538752746'}, {'isbn10': '1538752751', 'isbn13': '9781538752753'}, {'isbn10': '1538752670', 'isbn13': '9781538752678'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1538752743?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781538752760?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538752760'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2F3%2BDAYS%2BTO%2BLIVE%2FJames%2BPatterson%2F9781538752760'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781538752760'}]",nyt://book/b4da6d0a-c6f1-5c16-9168-e7b9d40f2eda
12,0,1,0,0,1250252334,9781250252333,Minotaur,The eighth book in the Orphan X series. Evan Smoak must choose between his principles or his life.,0.00,THE LAST ORPHAN,Gregg Hurwitz,by Gregg Hurwitz,,https://storage.googleapis.com/du-prd/books/images/9781250252326.jpg,329,500,https://www.amazon.com/dp/1250252326?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250252326', 'isbn13': '9781250252326'}, {'isbn10': '1250252334', 'isbn13': '9781250252333'}, {'isbn10': '1250787904', 'isbn13': '9781250787903'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250252326?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250252333?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250252333'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLAST%2BORPHAN%2FGregg%2BHurwitz%2F9781250252333'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250252333'}]",nyt://book/3de8e3b7-287e-58f9-8a57-f623e7de9b69
13,0,3,0,0,194563183X,9781945631832,Bloom,A runaway bride becomes the guardian of her evil twin's daughter and gets some help from a bad-boy barber.,0.00,THINGS WE NEVER GOT OVER,Lucy Score,by Lucy Score,,https://storage.googleapis.com/du-prd/books/images/9781945631832.jpg,313,500,https://www.amazon.com/dp/1728278872?tag=thenewyorktim-20,,,,,,"[{'isbn10': '194563183X', 'isbn13': '9781945631832'}, {'isbn10': '146422434X', 'isbn13': '9781464224348'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1728278872?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781945631832?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781945631832'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHINGS%2BWE%2BNEVER%2BGOT%2BOVER%2FLucy%2BScore%2F9781945631832'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781945631832'}]",nyt://book/b7d31e61-2e11-5cd1-b86b-4f936be05213
14,15,59,0,0,125030170X,9781250301703,Celadon,Theo Faber looks into the mystery of a famous painter who stops speaking after shooting her husband.,0.00,THE SILENT PATIENT,Alex Michaelides,by Alex Michaelides,,https://storage.googleapis.com/du-prd/books/images/9781250301697.jpg,326,495,https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250301696', 'isbn13': '9781250301697'}, {'isbn10': '1250301718', 'isbn13': '9781250301710'}, {'isbn10': '1250317541', 'isbn13': '9781250317544'}, {'isbn10': '1432858645', 'isbn13': '9781432858643'}, {'isbn10': '125030170X', 'isbn13': '9781250301703'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Silent-Patient-Alex-Michaelides/dp/1250301696?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250301703?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250301703'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BSILENT%2BPATIENT%2FAlex%2BMichaelides%2F9781250301703'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250301703'}]",nyt://book/b29e079d-2ac4-54bf-b6da-ca9daa59f616
15,0,14,0,0,0063251922,9780063251922,Harper,A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,0.00,DEMON COPPERHEAD,Barbara Kingsolver,by Barbara Kingsolver,,https://storage.googleapis.com/du-prd/books/images/9780063251922.jpg,329,500,https://www.amazon.com/dp/0063251922?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0063251922', 'isbn13': '9780063251922'}, {'isbn10': '006325199X', 'isbn13': '9780063251991'}, {'isbn10': '0063251981', 'isbn13': '9780063251984'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063251922?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063251922?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063251922'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDEMON%2BCOPPERHEAD%2FBarbara%2BKingsolver%2F9780063251922'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780063251922'}]",nyt://book/dd6e4f9d-d082-552d-b888-7276a25b5aca
1,1,2,0,0,1250178630,9781250178633,St. Martin's,"In 1965, a nursing student follows her brother to serve during the Vietnam War and returns to a divided America.",0.00,THE WOMEN,Kristin Hannah,by Kristin Hannah,,https://storage.googleapis.com/du-prd/books/images/9781250178633.jpg,333,500,https://www.amazon.com/dp/1250178630?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1250178630', 'isbn13': '9781250178633'}, {'isbn10': '1250178657', 'isbn13': '9781250178657'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250178630?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250178633?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250178633'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BWOMEN%2FKristin%2BHannah%2F9781250178633'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781250178633'}]",nyt://book/9ce735af-71cf-5ff3-a367-43ee07e3fdd7
2,5,42,0,0,1649374046,9781649374042,Red Tower,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",0.00,FOURTH WING,Rebecca Yarros,by Rebecca Yarros,,https://storage.googleapis.com/du-prd/books/images/9781649374042.jpg,309,500,https://www.amazon.com/dp/1649374046?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1649374046', 'isbn13': '9781649374042'}, {'isbn10': '1649374089', 'isbn13': '9781649374080'}, {'isbn10': '1705085059', 'isbn13': '9781705085059'}, {'isbn10': '1705085032', 'isbn13': '9781705085035'}, {'isbn10': '1649376162', 'isbn13': '9781649376169'}, {'isbn10': '1649377371', 'isbn13': '9781649377371'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1649374046?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781649374042?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781649374042'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFOURTH%2BWING%2FRebecca%2BYarros%2F9781649374042'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781649374042'}]",nyt://book/106c2cf0-7d20-51b1-bad4-91c3ebcd131a
3,4,2,0,0,0593550404,9780593550403,Berkley,Issues of trust arise when an alliance is made between a Vampyre named Misery Lark and a Were named Lowe Moreland.,0.00,BRIDE,Ali Hazelwood,by Ali Hazelwood,,https://storage.googleapis.com/du-prd/books/images/9780593550403.jpg,333,500,https://www.amazon.com/dp/0593550404?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0593550404', 'isbn13': '9780593550403'}, {'isbn10': '0593550412', 'isbn13': '9780593550410'}, {'isbn10': '0593641035', 'isbn13': '9780593641033'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593550404?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593550403?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593550403'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FBRIDE%2FAli%2BHazelwood%2F9780593550403'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593550403'}]",nyt://book/dfabe6d1-152f-5b81-8bc6-08edd4bec2ee
4,6,15,0,0,1649374178,9781649374172,Red Tower,The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves.,0.00,IRON FLAME,Rebecca Yarros,by Rebecca Yarros,,https://storage.googleapis.com/du-prd/books/images/9781649374172.jpg,309,500,https://www.amazon.com/dp/1649374178?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1649374178', 'isbn13': '9781649374172'}, {'isbn10': '1705085083', 'isbn13': '9781705085080'}, {'isbn10': '034943705X', 'isbn13': '9780349437057'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1649374178?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781649374172?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781649374172'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FIRON%2BFLAME%2FRebecca%2BYarros%2F9781649374172'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781649374172'}]",nyt://book/d3c570c9-3c3a-5c8b-a740-85ea5e92bfc9
5,3,3,0,0,1635574102,9781635574104,Bloomsbury,The third book in the Crescent City series. Bryce wants to return home while Hunt is trapped in Asteri's dungeons.,0.00,HOUSE OF FLAME AND SHADOW,Sarah J. Maas,by Sarah J. Maas,,https://storage.googleapis.com/du-prd/books/images/9781635574104.jpg,325,500,https://www.amazon.com/dp/1635574102?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1635574102', 'isbn13': '9781635574104'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1635574102?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781635574104?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781635574104'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FHOUSE%2BOF%2BFLAME%2BAND%2BSHADOW%2FSarah%2BJ.%2BMaas%2F9781635574104'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781635574104'}]",nyt://book/fd8d95af-3496-5a1b-81d2-d3f7a7a54e90
6,0,1,0,0,031640358X,9780316403580,"Little, Brown",The 16th book in the Michael Bennett series. Bennett teams up with a sniper.,0.00,CROSSHAIRS,James Patterson and James O. Born,by James Patterson and James O. Born,,https://storage.googleapis.com/du-prd/books/images/9780316403382.jpg,323,500,https://www.amazon.com/dp/0316403385?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0316403385', 'isbn13': '9780316403382'}, {'isbn10': '031640358X', 'isbn13': '9780316403580'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0316403385?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316403580?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316403580'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FCROSSHAIRS%2FJames%2BPatterson%2Band%2BJames%2BO.%2BBorn%2F9780316403580'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780316403580'}]",nyt://book/0d1e4f1d-b9e5-5874-9ead-45112e4c7adc
7,2,2,0,0,1728296218,9781728296210,Poisoned Pen,A math teacher at Caseham High suspects there is more going on behind a scandal involving a teacher and a student.,0.00,THE TEACHER,Freida McFadden,by Freida McFadden,,https://storage.googleapis.com/du-prd/books/images/9781728296210.jpg,313,500,https://www.amazon.com/dp/1728296218?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1728296218', 'isbn13': '9781728296210'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1728296218?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781728296210?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781728296210'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BTEACHER%2FFreida%2BMcFadden%2F9781728296210'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781728296210'}]",nyt://book/85e8b9be-4878-543a-874b-6b5a27292e8c
8,8,16,0,0,0593422945,9780593422946,Riverhead,Secrets held by the residents of a dilapidated neighborhood come to life when a skeleton is found at the bottom of a well.,0.00,THE HEAVEN & EARTH GROCERY STORE,James McBride,by James McBride,,https://storage.googleapis.com/du-prd/books/images/9780593422946.jpg,331,500,https://www.amazon.com/dp/0593422945?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0593422945', 'isbn13': '9780593422946'}, {'isbn10': '0593422961', 'isbn13': '9780593422960'}, {'isbn10': '0593684125', 'isbn13': '9780593684122'}, {'isbn10': '0593684141', 'isbn13': '9780593684146'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593422945?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593422946?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593422946'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BHEAVEN%2B%2526%2BEARTH%2BGROCERY%2BSTORE%2FJames%2BMcBride%2F9780593422946'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593422946'}]",nyt://book/7d47b076-7ad7-539c-a051-6664384636b9
9,7,12,0,0,1635577020,9781635577020,Bloomsbury,Passion arises between Bryce Quinlan and Hunt Athalar as they seek to avenge the deaths of Bryce’s friends.,0.00,HOUSE OF EARTH AND BLOOD,Sarah J. Maas,by Sarah J. Maas,,https://storage.googleapis.com/du-prd/books/images/9781635574043.jpg,329,500,https://www.amazon.com/dp/1635574048?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1635574048', 'isbn13': '9781635574043'}, {'isbn10': '1635577020', 'isbn13': '9781635577020'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1635574048?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781635577020?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781635577020'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FHOUSE%2BOF%2BEARTH%2BAND%2BBLOOD%2FSarah%2BJ.%2BMaas%2F9781635577020'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781635577020'}]",nyt://book/c21e5586-3a27-57ef-a7e1-3aa411dbc479
10,12,12,0,0,1635577993,9781635577990,Bloomsbury,The fifth book in the Court of Thorns and Roses series. Nesta Archeron is forced into close quarters with a warrior named Cassian.,0.00,A COURT OF SILVER FLAMES,Sarah J. Maas,by Sarah J. Maas,,https://storage.googleapis.com/du-prd/books/images/9781681196282.jpg,304,500,https://www.amazon.com/dp/168119628X?tag=thenewyorktim-20,,,,,,"[{'isbn10': '168119628X', 'isbn13': '9781681196282'}, {'isbn10': '1635577993', 'isbn13': '9781635577990'}, {'isbn10': '1501945920', 'isbn13': '9781501945922'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/168119628X?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781635577990?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781635577990'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FA%2BCOURT%2BOF%2BSILVER%2BFLAMES%2FSarah%2BJ.%2BMaas%2F9781635577990'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781635577990'}]",nyt://book/4c839330-a6b0-5520-b914-126231dcb2da
11,13,35,0,0,1668026031,9781668026038,Atria,Anastasia might need the help of the captain of a college hockey team to get on the Olympic figure skating team.,0.00,ICEBREAKER,Hannah Grace,by Hannah Grace,,https://storage.googleapis.com/du-prd/books/images/9781668026038.jpg,322,500,https://www.amazon.com/dp/1668026031?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1668026031', 'isbn13': '9781668026038'}, {'isbn10': '166802604X', 'isbn13': '9781668026045'}, {'isbn10': '1668080397', 'isbn13': '9781668080399'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668026031?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668026038?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668026038'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FICEBREAKER%2FHannah%2BGrace%2F9781668026038'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781668026038'}]",nyt://book/a89bf395-aba9-520b-bf2b-7e6245e89ef9
12,10,35,0,0,1538742578,9781538742570,Grand Central,Troubles surface when a woman looking to make a fresh start takes a job in the home of the Winchesters.,0.00,THE HOUSEMAID,Freida McFadden,by Freida McFadden,,https://storage.googleapis.com/du-prd/books/images/9781538742570.jpg,333,500,https://www.amazon.com/dp/1538742578?tag=thenewyorktim-20,,,,,,"[{'isbn10': '1538742578', 'isbn13': '9781538742570'}, {'isbn10': '1538768542', 'isbn13': '9781538768549'}, {'isbn10': '1803144386', 'isbn13': '9781803144382'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1538742578?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781538742570?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538742570'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BHOUSEMAID%2FFreida%2BMcFadden%2F9781538742570'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9781538742570'}]",nyt://book/34b29640-4b8c-59a9-8cf8-470356da1e2f
13,11,7,0,0,0593492919,9780593492918,Pamela Dorman,A woman who works for a mysterious boss takes on a new identity to dig up information on someone.,0.00,FIRST LIE WINS,Ashley Elston,by Ashley Elston,,https://storage.googleapis.com/du-prd/books/images/9780593492918.jpg,331,500,https://www.amazon.com/dp/0593492919?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0593492919', 'isbn13': '9780593492918'}, {'isbn10': '0593492927', 'isbn13': '9780593492925'}, {'isbn10': '0593789687', 'isbn13': '9780593789681'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593492919?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593492918?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593492918'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFIRST%2BLIE%2BWINS%2FAshley%2BElston%2F9780593492918'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780593492918'}]",nyt://book/d5aa005c-08a5-5bd9-ba0e-6dcd5e7e31f8
14,0,1,0,0,0063308363,9780063308367,Avon,A golfer whose career goes to pieces asks his biggest fan to be his caddy.,0.00,FANGIRL DOWN,Tessa Bailey,by Tessa Bailey,,https://storage.googleapis.com/du-prd/books/images/9780063308367.jpg,332,500,https://www.amazon.com/dp/0063308363?tag=thenewyorktim-20,,,,,,"[{'isbn10': '0063308363', 'isbn13': '9780063308367'}, {'isbn10': '0063308371', 'isbn13': '9780063308374'}, {'isbn10': '0063308355', 'isbn13': '9780063308350'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063308363?tag=thenewyorktim-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063308367?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063308367'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFANGIRL%2BDOWN%2FTessa%2BBailey%2F9780063308367'}, {'name': 'Bookshop.org', 'url': 'https://bookshop.org/a/3546/9780063308367'}]",nyt://book/bc823fa8-cf61-5a69-ae7c-3647b6387eb8
